state,county,total_county_pop,white_county_pop,black_county_pop,native_county_pop,other_county_pop,hispanic_county_pop,asian_county_pop
west virginia,roane county,14625,14373,4,13,432,124,19
west virginia,summers county,13379,12555,589,63,203,320,66
west virginia,taylor county,16811,16376,175,28,201,158,129
west virginia,tucker county,6957,6845,11,0,192,39,5
west virginia,tyler county,9029,8923,21,12,144,55,1
west virginia,upshur county,24220,23630,231,35,435,267,99
west virginia,wayne county,41490,40801,69,47,920,245,113
west virginia,webster county,8961,8816,4,15,190,44,31
west virginia,wetzel county,16214,15979,15,5,228,100,101
west virginia,wirt county,5810,5667,50,23,140,0,0
west virginia,wood county,85786,82810,925,95,2838,809,501
west virginia,wyoming county,23145,22649,164,6,584,58,34
wisconsin,adams county,19821,18696,608,167,490,783,105
wisconsin,ashland county,15713,13382,53,1589,1168,352,95
wisconsin,barron county,44733,43171,548,332,960,985,199
wisconsin,bayfield county,14865,12908,87,1520,566,199,64
wisconsin,brown county,233283,209263,5264,5449,11852,19415,7254
wisconsin,buffalo county,13117,12896,51,42,250,257,3
wisconsin,burnett county,15165,13960,87,767,562,222,64
wisconsin,calumet county,47665,45590,269,260,996,1837,1048
wisconsin,chippewa county,62179,59410,864,187,1808,872,793
wisconsin,clark county,33212,32536,114,139,614,1363,115
wisconsin,columbia county,55106,53204,843,261,1018,1553,283
wisconsin,crawford county,16355,16009,233,35,89,170,32
wisconsin,dane county,472322,408186,24970,946,23740,30662,26182
wisconsin,dodge county,84805,80687,2386,211,2120,3784,455
wisconsin,door county,27062,26381,128,208,432,727,129
wisconsin,douglas county,43344,40483,509,766,2196,557,487
wisconsin,dunn county,43343,41195,232,137,1394,702,1079
wisconsin,eau claire county,98519,91973,678,424,4358,2088,3224
wisconsin,florence county,4433,4281,8,50,184,40,2
wisconsin,fond du lac county,97044,92943,1147,390,2657,4665,1223
wisconsin,forest county,9031,7477,95,1219,466,167,7
wisconsin,grant county,50601,49118,646,78,854,671,310
wisconsin,green county,35914,35117,93,29,989,1057,179
wisconsin,green lake county,18178,17790,90,62,326,823,70
wisconsin,iowa county,23374,22882,79,48,448,380,139
wisconsin,iron county,5881,5737,41,27,148,46,2
wisconsin,jackson county,19937,17881,443,1069,900,606,89
wisconsin,jefferson county,78478,76084,579,102,2322,5723,539
wisconsin,juneau county,25864,24552,557,409,502,743,95
wisconsin,kenosha county,146820,129261,11584,516,6002,20448,2388
wisconsin,kewaunee county,20066,19650,80,124,268,479,78
wisconsin,la crosse county,114568,105628,1627,450,3381,1902,5146
wisconsin,lafayette county,16270,16001,54,51,253,577,27
wisconsin,langlade county,19339,18736,118,118,538,367,98
wisconsin,lincoln county,28189,27411,217,75,660,377,156
wisconsin,manitowoc county,78126,74342,426,492,1692,2679,1995
wisconsin,marathon county,131627,121014,890,326,4348,3259,7183
wisconsin,marinette county,40896,39825,110,162,1124,592,235
wisconsin,marquette county,14793,14418,69,31,383,431,74
wisconsin,menominee county,4154,535,15,3470,96,228,86
wisconsin,milwaukee county,821928,510604,248347,4483,47336,131473,34346
wisconsin,monroe county,43370,41440,561,401,1354,1746,291
wisconsin,oconto county,36895,35866,90,417,770,588,137
wisconsin,oneida county,35304,34182,217,418,436,450,264
wisconsin,outagamie county,172273,159333,1879,2652,5906,6866,5379
wisconsin,ozaukee county,84748,80693,1112,257,1836,2182,1751
wisconsin,pepin county,7299,7190,28,13,112,91,12
wisconsin,pierce county,40157,38883,234,183,745,702,462
wisconsin,polk county,42992,41815,161,398,814,706,211
wisconsin,portage county,68337,64882,453,330,1503,2000,1915
wisconsin,price county,13698,13304,12,44,388,190,144
wisconsin,racine county,171552,143728,20969,685,7363,23487,2364
wisconsin,richland county,17442,17038,82,51,382,400,77
wisconsin,rock county,147780,134931,5524,286,10439,12685,1808
wisconsin,rusk county,14262,13925,103,47,258,206,57
wisconsin,st. croix county,83621,80812,609,339,2067,1821,822
wisconsin,sauk county,59801,57659,316,671,1358,2880,462
wisconsin,sawyer county,16199,12878,119,2752,768,317,66
wisconsin,shawano county,40700,36531,147,3078,1428,997,215
wisconsin,sheboygan county,108556,99461,1643,283,3231,6612,5553
wisconsin,taylor county,20255,19959,79,64,246,341,30
wisconsin,trempealeau county,27450,26944,125,44,380,1824,134
wisconsin,vernon county,29676,29106,118,29,506,448,159
wisconsin,vilas county,21027,18346,89,2054,842,341,102
wisconsin,walworth county,91900,88460,947,145,2571,11020,940
wisconsin,washburn county,15544,14991,73,222,323,241,85
wisconsin,washington county,128804,124332,1375,150,2882,3722,1486
wisconsin,waukesha county,375286,352872,4980,497,11483,17225,11012
wisconsin,waupaca county,50779,49719,213,306,616,1433,233
wisconsin,waushara county,22934,22032,456,114,486,1475,89
wisconsin,winnebago county,162220,151770,2884,877,5525,6193,3890
wisconsin,wood county,72419,69412,364,589,1140,1842,1482
wyoming,albany county,33841,31218,512,120,1593,3379,1169
wyoming,big horn county,10793,10448,6,114,307,1034,69
wyoming,campbell county,43646,41890,371,481,1198,3802,305
wyoming,carbon county,13083,12450,166,68,494,2712,152
wyoming,converse county,13000,12561,31,123,426,991,72
wyoming,crook county,6979,6944,4,20,12,176,5
wyoming,fremont county,38175,28835,182,7922,1885,2564,292
wyoming,goshen county,12159,11767,46,44,572,1396,16
wyoming,hot springs county,4682,4535,12,90,60,144,15
wyoming,johnson county,8250,7941,1,0,407,349,95
wyoming,laramie county,81434,75159,2608,771,3693,12978,1029
wyoming,lincoln county,17397,16910,22,59,616,783,98
wyoming,natrona county,72673,68971,820,561,3296,5994,659
wyoming,niobrara county,2423,2295,6,4,200,69,18
wyoming,park county,27181,26196,203,212,810,1554,165
wyoming,platte county,8085,7987,2,5,140,645,21
wyoming,sheridan county,28374,27182,230,366,760,1204,216
wyoming,sublette county,9395,9013,0,22,502,788,109
wyoming,sweetwater county,37605,35709,402,58,1894,6990,481
wyoming,teton county,18625,17859,40,118,460,3331,378
wyoming,uinta county,19123,18463,27,40,1162,1866,12
wyoming,washakie county,7273,6976,63,14,342,1171,49
wyoming,weston county,6874,6609,16,26,188,261,129
