state,county,total_county_pop,white_county_pop,black_county_pop,native_county_pop,other_county_pop,hispanic_county_pop,asian_county_pop
missouri,buchanan county,84433,76174,4275,250,5478,5103,921
missouri,butler county,42249,38519,2247,191,2128,708,228
missouri,caldwell county,9012,8755,68,10,324,164,17
missouri,callaway county,43687,40290,1719,244,2161,796,305
missouri,camden county,42807,41655,200,278,754,1066,297
missouri,cape girardeau county,75397,67202,5657,184,2450,1634,1106
missouri,carroll county,9037,8690,81,2,516,120,6
missouri,carter county,6164,5955,37,80,167,119,0
missouri,cass county,96194,89328,3717,416,3931,4145,696
missouri,cedar county,13739,13288,35,10,602,173,105
missouri,chariton county,7666,7412,166,4,146,61,11
missouri,christian county,77709,74963,528,273,3177,2147,354
missouri,clark county,6968,6821,34,21,168,33,8
missouri,clay county,213715,189492,12036,679,12580,14269,5051
missouri,clinton county,20176,19326,394,126,486,369,85
missouri,cole county,74441,62672,8640,316,3270,1985,885
missouri,cooper county,17330,15651,1006,38,1157,255,53
missouri,crawford county,24284,23733,65,174,548,396,38
missouri,dade county,7548,7256,43,20,446,130,6
missouri,dallas county,16344,15760,8,39,958,288,10
missouri,daviess county,8217,8049,59,34,122,107,14
missouri,dekalb county,12580,10648,1384,42,802,244,101
missouri,dent county,15491,14923,76,197,454,190,68
missouri,douglas county,13439,13279,0,56,187,136,0
missouri,dunklin county,29891,26052,3291,82,882,1887,25
missouri,franklin county,100121,97228,1175,209,2064,1561,477
missouri,gasconade county,14834,14532,91,55,224,180,44
missouri,gentry county,6739,6619,47,18,58,53,26
missouri,greene county,271617,249670,8440,1190,14480,9040,5010
missouri,grundy county,10161,9816,66,106,248,118,47
missouri,harrison county,8632,8452,76,3,190,163,6
missouri,henry county,21715,20921,326,123,541,419,71
missouri,hickory county,9304,9029,26,87,222,116,51
missouri,holt county,4682,4550,30,26,116,13,18
missouri,howard county,10046,9249,512,74,356,137,33
missouri,howell county,39734,38438,114,171,1504,735,259
missouri,iron county,10274,9892,187,46,298,150,0
missouri,jackson county,620195,426956,159940,2697,33149,57972,13043
missouri,jasper county,108588,99976,2506,1449,6515,8408,1358
missouri,jefferson county,216810,209644,1871,514,6154,3748,1569
missouri,johnson county,51933,46871,2388,342,3038,1946,800
missouri,knox county,4061,3945,51,0,88,17,21
missouri,laclede county,34782,33469,189,201,1386,762,230
missouri,lafayette county,32267,30621,697,57,1630,802,77
missouri,lawrence county,35729,34609,45,176,1402,2577,198
missouri,lewis county,10010,9425,269,30,470,166,46
missouri,lincoln county,52350,50090,975,159,1716,1108,268
missouri,linn county,12281,11953,59,10,426,213,27
missouri,livingston county,14824,14119,353,96,366,210,73
missouri,mcdonald county,20261,18238,299,491,1608,2590,420
missouri,macon county,15353,14643,434,63,278,174,74
missouri,madison county,12101,11829,74,5,260,252,63
missouri,maries county,9003,8782,27,114,70,95,45
missouri,marion county,28410,26141,1515,115,772,434,253
missouri,mercer county,3688,3619,15,2,74,47,15
missouri,miller county,24495,23764,113,114,810,410,98
missouri,mississippi county,14013,10369,3417,27,388,263,6
missouri,moniteau county,15055,14138,574,82,461,664,25
missouri,monroe county,8634,8209,260,52,158,91,34
missouri,montgomery county,11868,11442,100,8,556,186,40
missouri,morgan county,19933,19270,257,9,791,381,1
missouri,new madrid county,18308,14994,2960,26,626,260,15
missouri,newton county,55908,51148,570,1674,3013,2775,1005
missouri,nodaway county,22963,21727,610,55,403,333,368
missouri,oregon county,10821,10405,19,106,559,154,7
missouri,osage county,13717,13494,91,39,118,95,7
missouri,ozark county,9467,9225,15,20,414,145,0
missouri,pemiscot county,17618,12476,4840,39,510,392,8
missouri,perry county,18668,18259,82,41,540,374,16
missouri,pettis county,38901,36371,1075,104,2095,3312,286
missouri,phelps county,44055,40323,1004,319,1894,1036,1462
missouri,pike county,18199,16482,1060,180,840,374,45
missouri,platte county,87176,76686,5605,362,3493,4973,2755
missouri,polk county,30490,29342,287,195,1218,632,51
missouri,pulaski county,48027,37820,5728,461,4392,5316,1785
missouri,putnam county,4862,4778,27,1,56,49,28
missouri,ralls county,10106,9826,75,34,320,118,11
missouri,randolph county,24761,22588,1428,95,1024,446,130
missouri,ray county,22683,21881,316,68,744,483,46
missouri,reynolds county,6520,6330,62,42,153,124,6
missouri,ripley county,13895,13445,9,22,799,161,10
missouri,st. charles county,358843,327256,16553,579,11638,10938,8563
missouri,st. clair county,9419,9128,85,10,332,190,30
missouri,ste. genevieve county,17849,17314,87,9,291,168,286
missouri,st. francois county,64933,60830,2965,181,1450,880,232
missouri,st. louis county,974218,681762,232243,1206,45201,26205,35714
missouri,saline county,21248,19142,1269,31,1144,2115,228
missouri,schuyler county,4372,4294,31,17,28,16,16
missouri,scotland county,4818,4765,42,0,22,44,0
missouri,scott county,38348,33004,4357,111,1363,789,183
missouri,shannon county,8210,7897,28,203,164,150,0
missouri,shelby county,6139,6026,82,5,34,79,9
missouri,stoddard county,29437,28684,402,39,602,427,11
missouri,stone county,31002,30211,19,73,1386,591,6
missouri,sullivan county,5361,5213,64,6,98,1190,29
missouri,taney county,50371,47911,355,265,3385,2715,110
missouri,texas county,25307,23650,648,344,1290,489,17
missouri,vernon county,20599,19861,161,90,668,385,141
missouri,warren county,31836,30357,630,54,1284,1011,153
missouri,washington county,25014,23785,488,168,1050,99,48
missouri,wayne county,13350,12902,60,66,604,80,20
missouri,webster county,35802,34586,428,157,1002,659,129
missouri,worth county,2087,2068,0,0,38,15,0
missouri,wright county,18282,17771,86,32,654,283,64
missouri,st. louis city,307068,136440,152808,624,15658,11659,8941
montana,beaverhead county,8954,8560,4,101,318,340,130
montana,big horn county,12445,3906,0,8221,569,634,33
montana,blaine county,6436,3121,8,3194,160,140,33
montana,broadwater county,5637,5363,36,90,166,60,65
montana,carbon county,9958,9699,0,71,276,231,50
montana,carter county,1197,1193,0,3,2,8,0
montana,cascade county,78863,70970,1085,3365,5453,3090,696
montana,chouteau county,5748,4444,0,1155,256,111,21
montana,custer county,11557,11078,42,196,372,312,55
montana,daniels county,1772,1746,0,25,0,41,1
montana,dawson county,8999,8628,55,142,248,220,50
montana,deer lodge county,8967,8433,108,163,210,276,158
montana,fallon county,3006,2920,33,8,70,22,10
montana,fergus county,11277,10894,13,141,202,219,128
montana,flathead county,90085,86406,204,1528,2904,2288,495
montana,gallatin county,90366,86437,308,826,3442,2742,1062
montana,garfield county,1092,1073,0,17,4,5,0
montana,glacier county,13322,4332,40,8621,484,319,87
montana,golden valley county,730,700,0,0,58,8,0
montana,granite county,3078,2989,2,21,132,55,0
montana,hill county,15954,11752,56,3690,755,480,71
montana,jefferson county,11224,10725,48,118,568,241,49
montana,judith basin county,2003,1980,0,17,11,20,0
montana,lake county,27865,19413,25,6594,3392,1122,137
montana,lewis and clark county,62981,59565,261,1633,2319,1791,349
montana,liberty county,2219,2146,6,27,33,16,16
montana,lincoln county,18960,18242,26,346,470,495,111
montana,mccone county,1735,1684,0,38,20,23,3
montana,madison county,7509,7315,47,33,176,214,26
montana,meagher county,1997,1985,0,4,8,29,4
montana,mineral county,4190,4118,35,31,0,40,6
montana,missoula county,107806,100271,455,2854,5773,3205,1308
montana,musselshell county,4698,4454,46,50,236,62,30
montana,park county,15259,14789,30,125,606,383,12
montana,petroleum county,482,465,17,0,0,7,0
montana,phillips county,4118,3601,0,397,224,76,0
montana,pondera county,6106,5065,25,867,236,105,23
montana,powder river county,1680,1598,0,18,128,30,0
montana,powell county,6856,6362,27,306,212,154,55
montana,prairie county,1275,1224,0,26,48,7,1
montana,ravalli county,39357,37931,112,204,1765,1283,221
montana,richland county,10259,9813,47,236,254,427,36
montana,roosevelt county,10753,3941,11,5959,1635,108,20
montana,rosebud county,8965,5521,29,3098,476,370,79
montana,sanders county,11109,10266,15,552,512,264,19
montana,sheridan county,3454,3258,4,38,294,56,7
montana,silver bow county,33114,31574,147,562,1278,1348,192
montana,stillwater county,8955,8703,32,40,330,259,15
montana,sweet grass county,3537,3394,7,0,228,85,22
montana,teton county,5989,5747,4,106,210,86,19
montana,toole county,5043,4626,8,246,245,165,34
montana,treasure county,712,678,0,0,60,49,4
montana,valley county,7386,6460,11,768,256,132,18
montana,wheatland county,2106,2044,0,11,101,20,0
montana,wibaux county,966,966,0,0,0,21,0
montana,yellowstone county,144357,133145,957,6110,5829,7608,1182
nebraska,adams county,28755,27604,231,45,860,2641,445
nebraska,antelope county,6339,6262,5,2,122,192,9
nebraska,arthur county,476,472,0,0,8,0,0
nebraska,banner county,749,725,14,0,16,39,2
nebraska,blaine county,594,587,0,0,6,0,4
nebraska,boone county,5328,5307,5,0,16,76,8
nebraska,box butte county,10041,9421,13,441,296,1267,18
nebraska,boyd county,2055,2002,16,14,46,12,0
nebraska,brown county,3060,3003,1,0,96,30,8
nebraska,buffalo county,43576,41819,411,57,1370,3812,574
nebraska,burt county,6519,6297,54,93,128,171,11
nebraska,butler county,8088,7959,67,24,38,224,19
nebraska,cass county,24614,24006,233,27,429,701,128
nebraska,cedar county,8604,8511,12,27,94,132,7
nebraska,chase county,3504,3443,1,0,120,486,0
nebraska,cherry county,5613,5138,3,157,588,136,21
nebraska,cheyenne county,9408,9060,26,35,265,636,154
nebraska,clay county,5884,5765,35,5,118,541,17
nebraska,colfax county,6053,5806,159,11,126,4459,14
nebraska,cuming county,8270,8122,5,34,152,811,25
nebraska,custer county,10573,10374,50,7,252,247,16
nebraska,dakota county,13271,11082,886,437,454,7631,639
nebraska,dawes county,8784,7916,63,292,443,357,285
nebraska,dawson county,16313,15038,988,122,294,7892,18
nebraska,deuel county,1786,1761,0,2,46,165,0
nebraska,dixon county,5225,5123,8,7,156,675,9
nebraska,dodge county,32818,31803,147,21,1075,3924,307
nebraska,douglas county,469541,378929,59094,2196,26475,61516,15660
nebraska,dundy county,1842,1821,1,1,8,124,15
nebraska,fillmore county,5569,5490,33,6,62,198,9
nebraska,franklin county,3117,3068,8,3,56,44,10
nebraska,frontier county,2519,2477,0,11,62,21,0
nebraska,furnas county,4761,4674,6,20,90,147,16
nebraska,gage county,21467,20904,28,27,784,422,116
nebraska,garden county,1906,1844,0,0,100,33,12
nebraska,garfield county,1937,1917,9,0,22,17,0
nebraska,gosper county,1958,1942,0,16,0,39,0
nebraska,grant county,636,636,0,0,0,13,0
nebraska,greeley county,2450,2412,13,1,34,50,7
nebraska,hall county,45201,42478,1270,267,1070,15022,640
nebraska,hamilton county,8869,8742,39,7,134,229,14
nebraska,harlan county,3368,3295,4,7,112,94,6
nebraska,hayes county,1084,1081,2,0,2,61,0
nebraska,hitchcock county,2817,2767,6,14,44,67,8
nebraska,holt county,10066,9932,4,57,85,366,30
nebraska,hooker county,668,661,0,2,4,20,3
nebraska,howard county,6178,6071,7,48,58,137,23
nebraska,jefferson county,7268,7121,1,45,164,237,19
nebraska,johnson county,4685,4234,279,36,111,493,78
nebraska,kearney county,6259,6162,6,5,144,301,14
nebraska,keith county,7708,7524,7,22,250,498,30
nebraska,keya paha county,741,732,1,0,8,0,4
nebraska,kimball county,3496,3372,16,32,104,264,24
nebraska,knox county,8377,7480,10,704,288,196,39
nebraska,lancaster county,275386,245460,10848,1217,12352,18340,11621
nebraska,lincoln county,33243,32164,280,88,989,2811,208
nebraska,logan county,717,707,2,1,14,19,0
nebraska,loup county,548,523,0,8,34,11,0
nebraska,mcpherson county,422,418,0,0,8,4,0
nebraska,madison county,30291,28849,430,357,891,4812,199
nebraska,merrick county,7492,7284,45,22,234,298,24
nebraska,morrill county,4219,4108,13,15,114,699,26
nebraska,nance county,3582,3569,3,0,10,85,5
nebraska,nemaha county,7052,6840,93,42,99,162,22
nebraska,nuckolls county,4329,4257,2,0,98,102,21
nebraska,otoe county,14752,14356,28,73,416,998,86
nebraska,pawnee county,2706,2680,0,2,48,48,0
nebraska,perkins county,2835,2809,4,0,43,103,0
nebraska,phelps county,8748,8604,9,19,193,441,19
nebraska,pierce county,7096,7006,11,12,92,105,21
nebraska,platte county,27497,26804,97,13,781,4988,183
nebraska,polk county,5127,5031,3,5,133,180,9
nebraska,red willow county,10481,10194,140,53,136,512,26
nebraska,richardson county,8103,7662,3,160,498,134,29
nebraska,rock county,1432,1377,10,0,78,4,3
nebraska,saline county,11204,10652,110,9,181,3113,341
nebraska,sarpy county,152917,137714,6587,563,9209,13038,3369
nebraska,saunders county,20439,20032,112,64,370,428,46
nebraska,scotts bluff county,28760,27420,207,368,969,8084,270
nebraska,seward county,16600,16214,87,17,392,339,86
nebraska,sheridan county,5138,4446,24,434,378,204,45
nebraska,sherman county,3072,3029,34,7,0,48,2
nebraska,sioux county,1213,1188,0,0,40,66,5
nebraska,stanton county,5812,5679,29,9,170,300,10
nebraska,thayer county,5153,5001,0,6,292,41,0
nebraska,thomas county,743,719,0,3,18,4,12
nebraska,thurston county,6659,2690,23,3818,202,275,27
nebraska,valley county,4208,4147,1,18,84,61,0
nebraska,washington county,19793,19363,127,25,516,471,20
nebraska,wayne county,9002,8656,219,37,138,486,18
nebraska,webster county,3580,3475,4,0,86,153,58
nebraska,wheeler county,836,835,0,0,2,12,0
nebraska,york county,13194,12745,70,55,510,603,69
nevada,churchill county,21228,18294,518,1089,828,3119,893
nevada,clark county,1407026,931696,206624,8301,136591,596587,190453
nevada,douglas county,41665,38624,200,881,2543,5470,625
nevada,elko county,38932,34654,492,2499,1313,12059,612
nevada,esmeralda county,884,831,0,39,24,157,0
nevada,eureka county,1709,1665,9,26,0,52,9
nevada,humboldt county,12731,11419,75,746,742,4272,66
nevada,lander county,4551,4169,8,156,314,1379,40
nevada,lincoln county,4810,4403,128,209,120,472,2
nevada,lyon county,43688,39785,483,1240,2673,7891,827
nevada,mineral county,4013,2817,80,671,486,614,195
nevada,nye county,36912,33469,1127,870,1135,6026,848
nevada,pershing county,5208,4534,265,269,224,1533,28
nevada,storey county,3771,3579,21,67,112,163,47
nevada,washoe county,331314,279817,9268,5753,23928,98671,24447
nevada,white pine county,8609,7509,387,436,388,1434,83
nevada,carson city,42484,37927,818,1052,2589,12150,1301
new hampshire,belknap county,59380,57369,433,182,1389,872,657
new hampshire,carroll county,47036,45902,131,51,1387,587,256
new hampshire,cheshire county,75401,72673,589,217,2007,1195,902
new hampshire,coos county,31743,30777,345,115,670,459,132
new hampshire,grafton county,87569,81945,679,392,3352,1791,2852
new hampshire,hillsborough county,380070,349690,7588,458,15233,22706,14160
new hampshire,merrimack county,144248,137700,1544,89,4565,2632,2510
new hampshire,rockingham county,290704,278950,2049,315,7918,6998,5372
new hampshire,strafford county,121900,114548,975,97,5515,2487,3444
new hampshire,sullivan county,42717,41392,155,223,1048,574,366
new jersey,atlantic county,226460,158304,40358,401,9709,48865,22188
new jersey,bergen county,760263,554930,48700,1113,29424,160193,139420
new jersey,burlington county,418412,312829,70793,280,26522,31743,20262
new jersey,camden county,435676,302836,93339,821,20862,76956,27678
new jersey,cape may county,89782,83088,4226,171,2398,6504,1087
new jersey,cumberland county,113060,77180,29839,915,6199,44369,1981
new jersey,essex county,621243,255623,307806,1277,29846,168373,38102
new jersey,gloucester county,274585,231868,28680,281,10185,15120,8312
new jersey,hudson county,375166,194006,73368,851,24601,279712,92517
new jersey,hunterdon county,119533,110636,2999,57,2291,7213,4633
new jersey,mercer county,310793,195590,72365,502,12365,58733,35378
new jersey,middlesex county,665882,387573,74558,1009,27763,158164,187781
new jersey,monmouth county,566214,479949,42498,299,20522,63488,32758
new jersey,morris county,436615,365232,15095,300,16299,60488,46903
new jersey,ocean county,531207,496484,16851,220,13792,50206,10457
new jersey,passaic county,311090,221995,56112,772,10747,194313,25978
new jersey,salem county,60619,49796,9063,87,2051,4882,590
new jersey,somerset county,283732,198187,28478,360,12466,44972,50020
new jersey,sussex county,136783,129351,2747,147,3698,10105,2612
new jersey,union county,388144,235384,111077,468,21396,157092,25898
new jersey,warren county,99331,90727,4307,71,2612,8293,2799
new mexico,bernalillo county,345982,273655,16978,26220,25880,325447,15302
new mexico,catron county,2918,2764,23,88,68,733,9
new mexico,chaves county,30592,27902,1073,453,1185,35258,565
new mexico,cibola county,17186,5816,210,10600,690,10206,215
new mexico,colfax county,6872,6446,53,102,246,6392,141
new mexico,curry county,30334,25384,2925,306,1897,19839,732
new mexico,de baca county,1198,1117,0,0,162,769,0
new mexico,do񡠁na county,71855,62649,3223,1702,3802,141087,2303
new mexico,eddy county,29994,27741,783,536,908,24840,377
new mexico,grant county,14977,14057,55,267,1022,14326,83
new mexico,guadalupe county,1104,860,110,85,78,3490,10
new mexico,harding county,413,411,0,0,2,242,1
new mexico,hidalgo county,2056,1994,13,22,54,2678,0
new mexico,lea county,31129,27156,2061,445,2597,35747,120
new mexico,lincoln county,13954,13017,91,460,696,6208,34
new mexico,los alamos county,15144,13424,89,183,532,2830,1143
new mexico,luna county,9145,8454,252,198,244,15802,119
new mexico,mckinley county,62999,7407,428,53221,2474,10083,702
new mexico,mora county,741,718,3,15,5,3981,0
new mexico,otero county,42185,33794,2350,4054,2411,23230,745
new mexico,quay county,4983,4802,44,31,212,3839,0
new mexico,rio arriba county,11479,5273,158,5631,415,28676,194
new mexico,roosevelt county,12052,10963,467,212,587,8013,104
new mexico,sandoval county,86034,62387,2672,16097,5507,49157,1887
new mexico,san juan county,102699,52636,620,46326,5078,24659,533
new mexico,san miguel county,6664,5595,387,157,445,22235,224
new mexico,santa fe county,71711,63500,944,3404,4232,74650,1598
new mexico,sierra county,8380,7929,26,120,384,3394,113
new mexico,socorro county,8979,6468,161,2132,304,8629,55
new mexico,taos county,14459,11853,155,1650,1084,18497,253
new mexico,torrance county,9588,8746,213,379,488,6449,6
new mexico,union county,2628,2426,112,43,73,1785,5
new mexico,valencia county,31462,26947,840,2416,1716,45018,360
new york,albany county,289788,229001,36544,386,14093,16336,16662
new york,allegany county,47671,45906,643,159,662,716,594
new york,bronx county,646060,148383,421860,3162,36201,767506,50115
new york,broome county,191570,169705,9038,397,9352,7227,7606
new york,cattaraugus county,77930,72600,1116,2255,2604,1467,650
new york,cayuga county,77432,72295,3137,219,2573,2049,449
new york,chautauqua county,124770,118294,3101,656,3506,8786,921
new york,chemung county,86222,77064,4927,321,5224,2459,1289
new york,chenango county,48881,47481,328,129,1364,987,254
new york,clinton county,79665,74113,3273,244,1849,2164,1087
new york,columbia county,59918,54827,2463,58,2947,2607,1075
new york,cortland county,48010,45720,732,40,2165,1221,355
new york,delaware county,45612,43818,837,65,989,1611,393
new york,dutchess county,264530,218651,27492,338,12656,32858,11362
new york,erie county,876094,708775,118479,4113,34190,44600,26981
new york,essex county,37971,36142,1089,118,830,1101,203
new york,franklin county,49872,42240,2878,3589,1826,1636,228
new york,fulton county,53458,51326,822,101,1605,1412,387
new york,genesee county,57979,54388,1557,615,1922,1723,434
new york,greene county,46108,42044,2791,41,1644,2510,367
new york,hamilton county,4727,4597,20,1,208,56,5
new york,herkimer county,63136,61198,583,127,1666,1193,350
new york,jefferson county,111076,99243,5825,369,7104,7809,1975
new york,kings county,2064786,917093,812960,4603,80514,506015,285364
new york,lewis county,26740,26122,283,59,322,424,109
new york,livingston county,62851,59351,1494,77,2144,2016,850
new york,madison county,71317,68124,1288,419,1752,1414,604
new york,monroe county,690394,538244,108352,1250,30918,57682,25785
new york,montgomery county,43979,42000,771,48,1617,5972,306
new york,nassau county,1142605,860218,145909,1444,42349,207996,110577
new york,new york county,1202232,766835,206839,2387,75617,416166,184381
new york,niagara county,209802,186633,15355,1943,6333,5171,2620
new york,oneida county,222267,196031,13087,383,9374,11677,7909
new york,onondaga county,447565,366731,49849,2866,23186,20281,16174
new york,ontario county,104738,99273,2240,219,3128,4237,1369
new york,orange county,304211,251231,34933,507,15323,70307,9442
new york,orleans county,40644,36980,2434,294,1258,1848,260
new york,oswego county,118949,115240,943,280,3390,2710,763
new york,otsego county,59726,56916,1081,97,1800,2052,644
new york,putnam county,87393,81421,1922,26,3232,12304,2254
new york,queens county,1645672,604615,399864,5274,141446,634930,544353
new york,rensselaer county,152958,135552,8024,193,10818,6642,3576
new york,richmond county,388156,298156,45139,525,13340,83366,37111
new york,rockland county,265897,204269,36140,556,9259,52289,19757
new york,st. lawrence county,109706,103494,2299,889,3395,2309,1263
new york,saratoga county,216493,204848,3269,264,7043,6019,4539
new york,schenectady county,145577,117712,14524,453,10699,9601,6230
new york,schoharie county,31207,30137,475,42,618,946,239
new york,schuyler county,18170,17660,121,34,540,288,84
new york,seneca county,34187,31692,1631,125,936,1045,265
new york,steuben county,97439,93041,1633,132,2280,1478,1463
new york,suffolk county,1239196,1054366,106447,2150,41680,261177,53739
new york,sullivan county,65907,56797,6002,157,3439,10985,1214
new york,tioga county,49696,48240,383,50,1362,768,302
new york,tompkins county,98473,81157,3982,270,5624,4706,10176
new york,ulster county,164757,146692,9269,138,10116,16841,3334
new york,warren county,64083,61952,732,119,1236,1305,647
new york,washington county,61391,58519,1692,69,1410,1519,393
new york,wayne county,89258,84118,2986,169,2665,3629,610
new york,westchester county,742594,539425,128170,1111,38009,219725,53379
new york,wyoming county,40398,37506,2286,83,650,1281,195
new york,yates county,24792,24181,223,5,474,489,135
north carolina,alamance county,135914,102201,27485,375,7215,17799,2202
north carolina,alexander county,35559,32528,2327,32,1194,1616,46
north carolina,alleghany county,9966,9615,114,63,271,1008,28
north carolina,anson county,25448,11987,12792,85,509,861,319
north carolina,ashe county,25819,25242,176,98,446,1354,80
north carolina,avery county,16921,15005,768,143,1656,818,176
north carolina,beaufort county,44197,31512,12092,23,996,3390,48
north carolina,bertie county,20359,7206,12833,124,242,318,75
north carolina,bladen county,32333,18963,12124,729,757,2582,72
north carolina,brunswick county,107352,91603,11973,244,4874,5555,1059
north carolina,buncombe county,229361,205639,15048,738,10119,15238,2782
north carolina,burke county,85146,74205,5638,384,3211,5018,3203
north carolina,cabarrus county,166928,129927,29335,439,5519,17927,4276
north carolina,caldwell county,78216,72489,3913,206,2060,3924,546
north carolina,camden county,9880,8103,1388,53,176,247,222
north carolina,carteret county,65229,58835,3947,368,2620,2622,695
north carolina,caswell county,22570,14292,7768,22,756,787,110
north carolina,catawba county,141163,119555,12993,415,5022,13294,5588
north carolina,chatham county,57594,47041,8302,221,2021,8456,890
north carolina,cherokee county,26427,24974,460,463,896,729,82
north carolina,chowan county,14234,8925,4820,92,307,469,219
north carolina,clay county,10322,10162,68,13,134,294,12
north carolina,cleveland county,94540,71984,20092,212,2564,2924,917
north carolina,columbus county,54800,34629,17383,1793,1484,2712,167
north carolina,craven county,97588,69793,21855,392,6520,6986,2204
north carolina,cumberland county,290447,149239,114443,3569,28562,33555,8442
north carolina,currituck county,23414,21282,1504,114,783,798,87
north carolina,dare county,32213,30386,1013,60,1075,2317,180
north carolina,davidson county,152835,133437,14990,648,3432,10710,2029
north carolina,davie county,38819,35189,2768,165,882,2592,210
north carolina,duplin county,46912,31111,15073,66,1152,12543,86
north carolina,durham county,244533,118843,105182,887,13699,37889,12462
north carolina,edgecombe county,53588,20762,31655,144,1714,2191,103
north carolina,forsyth county,314201,208339,92253,738,10125,43929,7384
north carolina,franklin county,56855,39177,15798,304,2532,4868,263
north carolina,gaston county,195570,156042,31215,697,8544,12809,2891
north carolina,gates county,11672,7431,3973,14,397,205,49
north carolina,graham county,8507,7748,25,536,208,236,94
north carolina,granville county,53705,33999,17877,341,2332,4250,260
north carolina,greene county,18225,10125,7640,154,482,3128,65
north carolina,guilford county,463923,265471,163193,2078,21052,36976,21512
north carolina,halifax county,52493,21138,27637,1708,3162,1310,424
north carolina,harnett county,107931,77263,24886,986,6660,13858,1384
north carolina,haywood county,56946,55192,585,176,1388,2066,284
north carolina,henderson county,97941,91222,3308,260,3675,10701,1219
north carolina,hertford county,23666,8256,14319,232,1251,794,170
north carolina,hoke county,43835,20489,16184,3993,4753,6199,728
north carolina,hyde county,5453,3309,2110,14,2,304,19
north carolina,iredell county,151466,125706,19697,547,3890,11533,3463
north carolina,jackson county,38509,32999,852,3543,1421,2089,380
north carolina,johnston county,152352,121668,25917,655,5840,22991,1163
north carolina,jones county,9769,6296,3147,31,460,415,62
north carolina,lee county,47838,34619,11382,294,1681,11258,658
north carolina,lenoir county,54955,30029,23343,149,2204,4140,332
north carolina,lincoln county,73539,67572,4035,196,2833,5502,306
north carolina,mcdowell county,42512,39826,1693,131,968,2470,378
north carolina,macon county,31627,30463,166,201,1148,2213,218
north carolina,madison county,20458,19747,314,102,293,493,140
north carolina,martin county,23135,12475,10361,94,180,812,115
north carolina,mecklenburg county,848132,480033,294076,2304,45145,120368,48342
north carolina,mitchell county,14707,14389,123,75,124,673,58
north carolina,montgomery county,23578,17603,4840,421,447,4048,449
north carolina,moore county,85026,70140,11156,590,4351,5553,900
north carolina,nash county,89066,50224,35769,590,3408,6108,756
north carolina,new hanover county,198378,160866,29987,856,7266,11208,2869
north carolina,northampton county,20939,8253,12004,34,1232,371,32
north carolina,onslow county,162369,124000,27949,1059,10821,20552,3856
north carolina,orange county,125965,96189,15657,387,7660,11310,9714
north carolina,pamlico county,12634,9711,2476,74,518,428,108
north carolina,pasquotank county,38476,22084,14947,32,1386,1757,693
north carolina,pender county,50829,40151,9377,235,1363,3389,351
north carolina,perquimans county,13209,9649,3325,16,434,298,2
north carolina,person county,37669,26117,10754,294,617,1634,150
north carolina,pitt county,162636,97411,58423,480,6554,9802,2869
north carolina,polk county,19212,17965,1052,29,260,1140,36
north carolina,randolph county,126970,114805,7730,578,4535,15306,1480
north carolina,richmond county,43474,26956,13917,1059,2382,2843,345
north carolina,robeson county,123977,36087,32423,50424,7568,10936,1154
north carolina,rockingham county,87296,67740,16891,330,3559,5306,552
north carolina,rowan county,127263,101320,22160,403,3837,10983,1330
north carolina,rutherford county,64645,56401,6565,232,2076,2536,392
north carolina,sampson county,52701,33645,16419,1067,2676,11141,210
north carolina,scotland county,35115,16225,13863,3619,2185,919,290
north carolina,stanly county,58274,49625,6396,209,1731,2279,1178
north carolina,stokes county,45568,42900,1817,295,733,1290,186
north carolina,surry county,66086,62099,2637,301,1344,7305,365
north carolina,swain county,13843,9074,385,3679,1305,227,52
north carolina,transylvania county,31954,29331,1198,123,1769,989,173
north carolina,tyrrell county,3813,2406,1187,0,218,406,111
north carolina,union county,186968,154755,24290,803,5982,22419,3973
north carolina,vance county,41880,18653,22385,106,1285,3118,69
north carolina,wake county,858347,584852,194646,2302,38459,94166,55772
north carolina,warren county,19869,7866,10354,835,1500,759,49
north carolina,washington county,12290,5803,6434,30,46,547,0
north carolina,watauga county,50113,47861,549,114,2003,1790,558
north carolina,wayne county,111053,68108,38523,199,5602,13040,1309
north carolina,wilkes county,65206,61185,2970,135,1336,3887,248
north carolina,wilson county,73516,39800,31281,205,2897,7983,729
north carolina,yadkin county,34215,32527,1245,62,618,3886,72
north carolina,yancey county,16837,16454,187,70,166,825,43
north dakota,adams county,2308,2203,8,39,65,31,20
north dakota,barnes county,10939,10487,71,90,224,157,179
north dakota,benson county,6643,2869,0,3725,68,121,15
north dakota,billings county,854,819,4,5,0,1,26
north dakota,bottineau county,6472,6138,45,125,314,107,7
north dakota,bowman county,3070,3015,3,32,40,122,0
north dakota,burke county,2040,1982,10,26,28,105,8
north dakota,burleigh county,84768,78818,597,3156,3365,1343,494
north dakota,cass county,154530,141434,4481,1630,6034,3511,3948
north dakota,cavalier county,3922,3785,4,47,146,0,13
north dakota,dickey county,5097,4944,71,38,68,137,10
north dakota,divide county,2239,2180,8,31,24,0,8
north dakota,dunn county,3826,3290,7,359,214,139,63
north dakota,eddy county,2296,2174,0,87,62,83,4
north dakota,emmons county,3483,3458,0,8,22,8,6
north dakota,foster county,3305,3261,3,10,30,59,16
north dakota,golden valley county,1802,1764,0,18,40,10,0
north dakota,grand forks county,65806,59295,1679,1780,3075,2338,1489
north dakota,grant county,2355,2279,8,38,60,8,0
