state,county,poverty_pct,med_income
NY,cattaraugus county,16.2,43892
NY,cayuga county,12.7,52792
NY,chautauqua county,19.3,41757
NY,chemung county,18.2,48880
NY,chenango county,16.7,46387
NY,clinton county,16.6,51576
NY,columbia county,11.6,55047
NY,cortland county,13.8,48357
NY,delaware county,14.4,45860
NY,dutchess county,10.2,70925
NY,erie county,15.2,50134
NY,essex county,12,50182
NY,franklin county,18.5,45704
NY,fulton county,17.8,45409
NY,genesee county,12,52410
NY,greene county,11.1,52597
NY,hamilton county,11.4,49137
NY,herkimer county,16.5,44148
NY,jefferson county,15.1,49781
NY,kings county,23.4,47547
NY,lewis county,14.3,47542
NY,livingston county,14.7,49920
NY,madison county,11.8,51600
NY,monroe county,14.2,51371
NY,montgomery county,18.9,40923
NY,nassau county,6.7,98312
NY,new york county,17.7,75459
NY,niagara county,13.4,49274
NY,oneida county,17.7,48350
NY,onondaga county,16.1,52892
NY,ontario county,11.5,58473
NY,orange county,13.4,69228
NY,orleans county,15.5,46577
NY,oswego county,19.6,46926
NY,otsego county,18.9,43104
NY,putnam county,6.3,94334
NY,queens county,15.4,56866
NY,rensselaer county,13,59925
NY,richmond county,14.5,70299
NY,rockland county,14.7,83162
NY,st. lawrence county,18.9,43518
NY,saratoga county,7.2,71885
NY,schenectady county,13.2,56508
NY,schoharie county,15.9,48718
NY,schuyler county,15.4,48135
NY,seneca county,14.2,49809
NY,steuben county,16.6,46849
NY,suffolk county,7.7,85886
NY,sullivan county,16.3,48908
NY,tioga county,11.4,52195
NY,tompkins county,18.7,51880
NY,ulster county,13.7,56718
NY,warren county,13.3,54585
NY,washington county,14.6,47547
NY,wayne county,12.9,49191
NY,westchester county,10.4,83152
NY,wyoming county,12.3,53783
NY,yates county,14.5,48368
NC,north carolina,17.2,46596
NC,alamance county,17.9,41296
NC,alexander county,16.4,43043
NC,alleghany county,20.5,35266
NC,anson county,25,32508
NC,ashe county,20.9,36488
NC,avery county,19.8,37131
NC,beaufort county,18.8,40357
NC,bertie county,27.7,31217
NC,bladen county,25.6,33521
NC,brunswick county,15.7,47387
NC,buncombe county,13.9,47296
NC,burke county,20.5,39275
NC,cabarrus county,12.2,55250
NC,caldwell county,18.8,38653
NC,camden county,9.7,61730
NC,carteret county,14.7,48824
NC,caswell county,19.9,42730
NC,catawba county,16.2,45080
NC,chatham county,13.9,56797
NC,cherokee county,21,34620
NC,chowan county,23.2,38887
NC,clay county,18.5,37072
NC,cleveland county,21.1,39444
NC,columbus county,24.3,34321
NC,craven county,16.4,43972
NC,cumberland county,17.6,42582
NC,currituck county,11.2,58024
NC,dare county,11,54642
NC,davidson county,16.9,43346
NC,davie county,13.8,47592
NC,duplin county,27.7,34109
NC,durham county,16.6,50745
NC,edgecombe county,25.9,31615
NC,forsyth county,19.7,45944
NC,franklin county,15.4,48166
NC,gaston county,16.7,42056
NC,gates county,15.6,48413
NC,graham county,20.6,33824
NC,granville county,15.9,49342
NC,greene county,28.3,37263
NC,guilford county,17.3,44828
NC,halifax county,23.5,31674
NC,harnett county,20.5,45380
NC,haywood county,15.2,42812
NC,henderson county,12.9,47286
NC,hertford county,25.8,30056
NC,hoke county,19.5,44175
NC,hyde county,21.9,36891
NC,iredell county,12.7,54026
NC,jackson county,23.5,38130
NC,johnston county,15.3,50055
NC,jones county,22.2,38928
NC,lee county,18.5,46073
NC,lenoir county,22.1,35991
NC,lincoln county,16,49676
NC,mcdowell county,17.6,37881
NC,macon county,18.1,37884
NC,madison county,19.9,38445
NC,martin county,19.7,35930
NC,mecklenburg county,15.2,59049
NC,mitchell county,19.2,36795
NC,montgomery county,21.1,38530
NC,moore county,15.5,51650
NC,nash county,18.2,43348
NC,new hanover county,18,49905
NC,northampton county,25.8,32063
NC,onslow county,14.3,47201
NC,orange county,14.1,60304
NC,pamlico county,17.9,43097
NC,pasquotank county,18.8,44596
NC,pender county,15.4,45453
NC,perquimans county,17.1,41328
NC,person county,18.7,45841
NC,pitt county,23.4,41765
NC,polk county,14.7,45464
NC,randolph county,16.7,41770
NC,richmond county,24.7,34665
NC,robeson county,33.1,30414
NC,rockingham county,19.4,39606
NC,rowan county,18,44973
NC,rutherford county,21.5,35629
NC,sampson county,29,33876
NC,scotland county,28.9,32782
NC,stanly county,16.5,41921
NC,stokes county,13.8,45065
NC,surry county,18.9,37915
NC,swain county,19.3,34788
NC,transylvania county,16.2,44490
NC,tyrrell county,28.3,32773
NC,union county,10.8,64381
NC,vance county,27,33609
NC,wake county,11.5,66950
NC,warren county,22.8,33869
NC,washington county,26.8,32867
NC,watauga county,26.2,41942
NC,wayne county,23.3,36890
NC,wilkes county,23.4,33398
NC,wilson county,23.9,39268
NC,yadkin county,17.2,40801
NC,yancey county,20.6,35974
ND,north dakota,11.1,60227
ND,adams county,10.2,45710
ND,barnes county,10.3,52376
ND,benson county,29.9,39342
ND,billings county,7.7,75096
ND,bottineau county,9.7,56965
ND,bowman county,7.4,60946
ND,burke county,8.3,62875
ND,burleigh county,8.2,66734
ND,cass county,11.3,53755
ND,cavalier county,9,54057
ND,dickey county,11.7,51817
ND,divide county,8.3,67344
ND,dunn county,9.5,72018
ND,eddy county,10.7,47596
ND,emmons county,13.2,44282
ND,foster county,8,54593
ND,golden valley county,10.7,53420
ND,grand forks county,16.7,50435
ND,grant county,16.1,39679
ND,griggs county,9.5,51192
ND,hettinger county,11.1,50038
ND,kidder county,14.1,46923
ND,lamoure county,9.7,53721
ND,logan county,11.9,44696
ND,mchenry county,12.3,48887
ND,mcintosh county,13,40258
ND,mckenzie county,8.6,81209
ND,mclean county,10.1,56616
ND,mercer county,7.3,74047
ND,morton county,9.2,54637
ND,mountrail county,9.3,66807
ND,nelson county,10.8,45040
ND,oliver county,10.6,62010
ND,pembina county,8.9,56298
ND,pierce county,11.6,39572
ND,ramsey county,12.3,51097
ND,ransom county,8.4,56270
ND,renville county,7.7,60957
ND,richland county,9.7,57177
ND,rolette county,31.6,35630
ND,sargent county,7.3,58467
ND,sheridan county,16.1,44990
ND,sioux county,33.6,33950
ND,slope county,9.4,55664
ND,stark county,7.6,76672
ND,steele county,7.1,59408
ND,stutsman county,11.6,53333
ND,towner county,10.9,51961
ND,traill county,8.9,58995
ND,walsh county,10.9,51754
ND,ward county,8.5,62526
ND,wells county,10.9,51470
ND,williams county,6.9,86354
OH,ohio,15.8,49349
OH,adams county,24.8,34116
OH,allen county,18,43602
OH,ashland county,14.6,47369
OH,ashtabula county,21.5,39757
OH,athens county,29.9,34216
OH,auglaize county,8.3,52650
OH,belmont county,16.1,41983
OH,brown county,15,46484
OH,butler county,14.4,58558
OH,carroll county,13.5,46177
OH,champaign county,11.3,50302
OH,clark county,18.2,42029
OH,clermont county,11.2,62158
OH,clinton county,13.7,49453
OH,columbiana county,15.9,42645
OH,coshocton county,18.1,41547
OH,crawford county,15.4,39881
OH,cuyahoga county,19.6,44138
OH,darke county,12.2,46610
OH,defiance county,11.7,53026
OH,delaware county,4.8,97802
OH,erie county,13.9,49234
OH,fairfield county,9.6,59921
OH,fayette county,15.8,44947
OH,franklin county,17.3,53164
OH,fulton county,10.5,54666
OH,gallia county,26.1,36675
OH,geauga county,7.8,72264
OH,greene county,13.2,59382
OH,guernsey county,17.2,41940
OH,hamilton county,17.6,48973
OH,hancock county,12.7,51498
OH,hardin county,19,45195
OH,harrison county,16.9,42582
OH,henry county,10.2,53645
OH,highland county,19.3,41611
OH,hocking county,17.5,42374
OH,holmes county,12.4,50069
OH,huron county,13.4,47824
OH,jackson county,20,41161
OH,jefferson county,20,40148
OH,knox county,15.1,46908
OH,lake county,8.9,58697
OH,lawrence county,17.5,41608
OH,licking county,13.5,57308
OH,logan county,17,50753
OH,lorain county,14.7,52331
OH,lucas county,20.7,42344
OH,madison county,12.6,52996
OH,mahoning county,18.9,41316
OH,marion county,21.3,42240
OH,medina county,7,68405
OH,meigs county,22.6,38081
OH,mercer county,8.9,52606
OH,miami county,10.6,51868
OH,monroe county,15.7,40646
OH,montgomery county,19.7,42994
OH,morgan county,18.1,37923
OH,morrow county,12.1,49846
OH,muskingum county,19.1,41814
OH,noble county,16.3,43953
OH,ottawa county,10.1,50345
OH,paulding county,12.3,47358
OH,perry county,17.8,43341
OH,pickaway county,13.2,54868
OH,pike county,21.9,40512
OH,portage county,14.2,52047
OH,preble county,13,49516
OH,putnam county,7.8,56519
OH,richland county,15.9,41948
OH,ross county,19.2,42466
OH,sandusky county,14.5,46447
OH,scioto county,27.2,37625
OH,seneca county,17.5,45003
OH,shelby county,10.7,50774
OH,stark county,14.9,47745
OH,summit county,13.4,50453
OH,trumbull county,17.2,43160
OH,tuscarawas county,13.4,46128
OH,union county,7.7,69900
OH,van wert county,10.1,49565
OH,vinton county,23.7,37633
OH,warren county,5.8,72973
OH,washington county,15.7,45048
OH,wayne county,13.9,50106
OH,williams county,14.2,42214
OH,wood county,13.5,54996
OH,wyandot county,10,47905
OK,oklahoma,16.6,47524
OK,adair county,27.2,31386
OK,alfalfa county,16.6,51885
OK,atoka county,21.8,35910
OK,beaver county,10.5,56664
OK,beckham county,15,46625
OK,blaine county,18.4,44309
OK,bryan county,19.1,38187
OK,caddo county,23.5,39933
OK,canadian county,7.7,68421
OK,carter county,16.5,44402
OK,cherokee county,20.6,38027
OK,choctaw county,26.8,29652
OK,cimarron county,18,41800
OK,cleveland county,12.6,58205
OK,coal county,20.9,36566
OK,comanche county,18.6,46071
OK,cotton county,17.8,41469
OK,craig county,19.2,36953
OK,creek county,15.8,46614
OK,custer county,15.9,45574
OK,delaware county,18.8,36424
OK,dewey county,12.4,50348
OK,ellis county,12,52032
OK,garfield county,14.5,49136
OK,garvin county,19.2,40774
OK,grady county,12.1,51199
OK,grant county,12.3,49774
OK,greer county,25.2,34872
OK,harmon county,24.8,33750
OK,harper county,10.6,49204
OK,haskell county,24.5,35313
OK,hughes county,23.4,34837
OK,jackson county,17.2,41370
OK,jefferson county,23,32645
OK,johnston county,20.1,35977
OK,kay county,18.2,41514
OK,kingfisher county,10,59525
OK,kiowa county,19.1,36699
OK,latimer county,20.7,35522
OK,le flore county,24,36627
OK,lincoln county,14.9,46083
OK,logan county,13.8,55602
OK,love county,12.5,52662
OK,mcclain county,10.2,58392
OK,mccurtain county,20.9,34964
OK,mcintosh county,22.4,33450
OK,major county,11.8,54107
OK,marshall county,18,38517
OK,mayes county,17.6,41806
OK,murray county,15.1,43783
OK,muskogee county,22.2,41015
OK,noble county,13.4,46874
OK,nowata county,16.1,39706
OK,okfuskee county,25,34172
OK,oklahoma county,17.9,48226
OK,okmulgee county,21.5,38183
OK,osage county,16.6,48014
OK,ottawa county,22.1,35580
OK,pawnee county,15.4,43476
OK,payne county,23.7,41037
OK,pittsburg county,21.7,39900
OK,pontotoc county,17.3,41423
OK,pottawatomie county,17.5,45710
OK,pushmataha county,23.1,32215
OK,roger mills county,12.3,56139
OK,rogers county,10,56465
OK,seminole county,24.7,35964
OK,sequoyah county,27.9,35592
OK,stephens county,15.5,42967
OK,texas county,13.6,49780
OK,tillman county,23.8,35274
OK,tulsa county,14.8,50507
OK,wagoner county,9.8,58921
OK,washington county,13.9,49056
OK,washita county,13.9,47391
OK,woods county,14.3,48831
OK,woodward county,12.3,56067
OR,oregon,16.4,51088
OR,baker county,20.6,38966
OR,benton county,18.9,54089
OR,clackamas county,9.5,65555
OR,clatsop county,15.4,45132
OR,columbia county,12,57517
OR,coos county,19.8,39956
OR,crook county,18.3,38155
OR,curry county,17.1,40524
OR,deschutes county,13.2,52387
OR,douglas county,19.9,41504
OR,gilliam county,11.7,51978
OR,grant county,16.8,41304
OR,harney county,21.3,36340
OR,hood river county,14.6,54063
OR,jackson county,18.1,44835
OR,jefferson county,21.2,42753
OR,josephine county,20.6,37230
OR,klamath county,21.9,39234
OR,lake county,19.3,40328
OR,lane county,18.4,44976
OR,lincoln county,18.8,40226
OR,linn county,19.1,44358
OR,malheur county,28.7,35094
OR,marion county,17.7,48554
OR,morrow county,16.3,51839
OR,multnomah county,18.6,53519
OR,polk county,14.1,52626
OR,sherman county,14.2,53277
OR,tillamook county,17.5,41662
OR,umatilla county,18,44780
OR,union county,17.7,44841
OR,wallowa county,15.8,39743
OR,wasco county,16.8,44010
OR,washington county,12.5,66315
OR,wheeler county,23.3,33387
OR,yamhill county,15.4,52903
PA,pennsylvania,13.6,53224
PA,adams county,10.8,60179
PA,allegheny county,13.1,52385
PA,armstrong county,13.8,44326
PA,beaver county,11.7,51041
PA,bedford county,13.6,46890
PA,berks county,14.3,55936
PA,blair county,15,43343
PA,bradford county,12.9,47242
PA,bucks county,6.6,77823
PA,butler county,8.9,60851
PA,cambria county,15.3,42703
PA,cameron county,14.2,40257
PA,carbon county,13,49252
PA,centre county,17.9,51573
PA,chester county,7.3,85613
PA,clarion county,15.1,43202
PA,clearfield county,16.5,40230
PA,clinton county,17.4,44224
PA,columbia county,14.3,46938
PA,crawford county,14.9,43969
PA,cumberland county,9.1,62692
PA,dauphin county,13.4,52967
PA,delaware county,11,62867
PA,elk county,10.5,46965
PA,erie county,16.4,45476
PA,fayette county,20.2,36902
PA,forest county,21.9,37794
PA,franklin county,11.9,50434
PA,fulton county,13.3,48084
PA,greene county,16.5,49897
PA,huntingdon county,15.1,44531
PA,indiana county,17,42611
PA,jefferson county,13.3,43810
PA,juniata county,12.3,48944
PA,lackawanna county,15.4,45098
PA,lancaster county,10.5,57369
PA,lawrence county,13.2,44903
PA,lebanon county,10.9,53861
PA,lehigh county,12.8,58283
PA,luzerne county,15.8,44222
PA,lycoming county,16,45211
PA,mc kean county,16.6,44723
PA,mercer county,14.6,43559
PA,mifflin county,16.3,40957
PA,monroe county,13.3,59492
PA,montgomery county,7.1,79576
PA,montour county,11.2,54547
PA,northampton county,10,61510
PA,northumberland county,15.9,40429
PA,perry county,8.7,54920
PA,philadelphia county,25.8,39037
PA,pike county,10.6,58375
PA,potter county,14.3,40323
PA,schuylkill county,13.5,43169
PA,snyder county,13.1,49117
PA,somerset county,13.5,45706
PA,sullivan county,14.4,44191
PA,susquehanna county,12.8,49552
PA,tioga county,16.3,47360
PA,union county,13.4,47996
PA,venango county,16.2,43810
PA,warren county,14.1,44651
PA,washington county,10.7,55796
PA,wayne county,13.9,48663
PA,westmoreland county,10.1,53536
PA,wyoming county,10.9,55882
PA,york county,10.2,58471
RI,rhode island,14.8,54797
RI,bristol county,8,68246
RI,kent county,9.3,61923
RI,newport county,9.5,69203
RI,providence county,18.3,47278
RI,washington county,10.4,70705
SC,south carolina,17.9,45337
SC,abbeville county,21.4,35525
SC,aiken county,16.6,48537
SC,allendale county,39.9,25530
SC,anderson county,16.7,43124
SC,bamberg county,29.7,30349
SC,barnwell county,27,32205
SC,beaufort county,12.9,55427
SC,berkeley county,13.7,52436
SC,calhoun county,19.3,41209
SC,charleston county,16.8,52752
SC,cherokee county,22.3,38947
SC,chester county,22.5,37537
SC,chesterfield county,26.4,34949
SC,clarendon county,27,32268
SC,colleton county,23,35558
SC,darlington county,25.3,35640
SC,dillon county,29.8,30516
SC,dorchester county,12.8,56388
SC,edgefield county,17.5,44129
SC,fairfield county,23.1,35490
SC,florence county,19.5,42232
SC,georgetown county,19.6,44283
SC,greenville county,14.7,49659
SC,greenwood county,22.1,38878
SC,hampton county,23.8,33644
SC,horry county,17.6,42830
SC,jasper county,24.5,37715
SC,kershaw county,17.4,45411
SC,lancaster county,19.7,44854
SC,laurens county,21.1,38268
SC,lee county,27.8,31510
SC,lexington county,13.8,54098
SC,mccormick county,24.6,38694
SC,marion county,30.1,32283
SC,marlboro county,31.4,31170
SC,newberry county,19.4,42000
SC,oconee county,17.5,39548
SC,orangeburg county,30.8,31382
SC,pickens county,19.5,41375
SC,richland county,16.1,49782
SC,saluda county,20.6,42286
SC,spartanburg county,17.7,44050
SC,sumter county,23.2,37906
SC,union county,19.6,37501
SC,williamsburg county,28.3,29609
SC,york county,14.6,54196
SD,south dakota,14.1,51059
SD,aurora county,10.8,50896
SD,beadle county,15.1,49583
SD,bennett county,34.8,34326
SD,bon homme county,15.2,47987
SD,brookings county,14.1,52930
SD,brown county,11.8,53150
SD,brule county,14.8,47224
SD,buffalo county,40.7,21658
SD,butte county,15.8,41446
SD,campbell county,9.4,49895
SD,charles mix county,24,41395
SD,clark county,13.8,48024
SD,clay county,24.9,43453
SD,codington county,10.3,52892
SD,corson county,38.6,31420
SD,custer county,10.7,51244
SD,davison county,12.3,48675
SD,day county,16.3,43305
SD,deuel county,10.1,51246
SD,dewey county,27.2,34936
SD,douglas county,11.6,49251
SD,edmunds county,10.5,57148
SD,fall river county,17,42007
SD,faulk county,13.2,46633
SD,grant county,10,52816
SD,gregory county,18.3,36836
SD,haakon county,12,43699
SD,hamlin county,10.4,53944
SD,hand county,10,51201
SD,hanson county,8.1,61945
SD,harding county,11.2,49220
SD,hughes county,11,58340
SD,hutchinson county,13.2,48879
SD,hyde county,10.1,49184
SD,jackson county,33.9,31922
SD,jerauld county,14.9,48773
SD,jones county,13.1,44876
SD,kingsbury county,10.1,51837
SD,lake county,9.5,53175
SD,lawrence county,13.6,45945
SD,lincoln county,4.3,79857
SD,lyman county,24.9,40639
SD,mccook county,10,57741
SD,mcpherson county,17,38469
SD,marshall county,12,50155
SD,meade county,10.4,54771
SD,mellette county,33.2,34237
SD,miner county,12.4,49159
SD,minnehaha county,11.5,55107
SD,moody county,12.3,53654
SD,pennington county,14.1,48379
SD,perkins county,15.2,39936
SD,potter county,11,52758
SD,roberts county,20.4,45911
SD,sanborn county,14.7,46281
SD,shannon county,52.2,27244
SD,spink county,11.7,48125
SD,stanley county,8.8,67172
SD,sully county,6.3,59879
SD,todd county,47.4,27481
SD,tripp county,19.9,40545
SD,turner county,10.2,55708
SD,union county,6.3,72041
SD,walworth county,15.9,41831
SD,yankton county,13.8,47363
SD,ziebach county,44.6,32025
TN,tennessee,18.2,44357
TN,anderson county,15.6,46689
TN,bedford county,19.1,42252
TN,benton county,21.4,34382
TN,bledsoe county,28.5,34948
TN,blount county,14.7,47175
TN,bradley county,17.5,43065
TN,campbell county,22.7,33333
TN,cannon county,16.4,41068
TN,carroll county,20.8,36627
TN,carter county,24.6,34354
TN,cheatham county,12.7,51475
TN,chester county,20.1,40980
TN,claiborne county,24,33640
TN,clay county,24,30744
TN,cocke county,27.8,30860
TN,coffee county,16.8,45235
TN,crockett county,19,37853
TN,cumberland county,16.6,40839
TN,davidson county,19.9,48195
TN,decatur county,19.9,37417
TN,dekalb county,20.1,38595
TN,dickson county,14.3,45914
TN,dyer county,19.6,43425
TN,fayette county,14.7,56573
TN,fentress county,28.1,30299
TN,franklin county,16.5,43851
TN,gibson county,19.5,37498
TN,giles county,16.9,41326
TN,grainger county,21.9,35704
TN,greene county,17.7,36740
TN,grundy county,26.1,28086
TN,hamblen county,23.4,37410
TN,hamilton county,15.9,48380
TN,hancock county,29.5,27323
TN,hardeman county,25.3,35321
TN,hardin county,21.7,36285
TN,hawkins county,19.6,39506
TN,haywood county,24.7,35470
TN,henderson county,19.1,39303
TN,henry county,20.5,37151
TN,hickman county,20.2,37443
TN,houston county,19.1,39753
TN,humphreys county,17.6,42837
TN,jackson county,23.4,35379
TN,jefferson county,17.8,41235
TN,johnson county,26.4,31330
TN,knox county,17.7,47199
TN,lake county,41.9,28524
TN,lauderdale county,24.8,33595
TN,lawrence county,21.8,34614
TN,lewis county,20.3,36255
TN,lincoln county,16.5,41802
TN,loudon county,13.6,53945
TN,mcminn county,17.4,39528
TN,mcnairy county,23.5,34882
TN,macon county,19.3,36886
TN,madison county,20.9,43113
TN,marion county,20.6,40766
TN,marshall county,15.5,42839
TN,maury county,15.5,51303
TN,meigs county,20.8,34801
TN,monroe county,20.6,37392
TN,montgomery county,13.9,50935
TN,moore county,12.5,50358
TN,morgan county,23.4,36390
TN,obion county,20.8,40683
TN,overton county,18.9,35884
TN,perry county,23.6,33776
TN,pickett county,19.2,31996
TN,polk county,20.3,36643
TN,putnam county,20.8,37693
TN,rhea county,22,37952
TN,roane county,18,43269
TN,robertson county,13.4,52640
TN,rutherford county,14.7,53799
TN,scott county,24.5,31397
TN,sequatchie county,18.7,44111
TN,sevier county,17.7,39905
TN,shelby county,23,44015
TN,smith county,15,43659
TN,stewart county,17.5,41590
TN,sullivan county,18.5,38840
TN,sumner county,11.3,58291
TN,tipton county,15.4,52339
TN,trousdale county,17.5,40251
TN,unicoi county,20.1,37632
TN,union county,22.6,37453
TN,van buren county,20.6,34884
TN,warren county,19,36942
TN,washington county,16.7,43212
TN,wayne county,23.3,33573
TN,weakley county,21.5,36205
TN,white county,21.9,35400
TN,williamson county,5.6,97936
TN,wilson county,10.1,60955
TX,texas,17.2,53067
TX,anderson county,20.4,42471
TX,andrews county,10.7,66878
TX,angelina county,17.9,42128
TX,aransas county,17.5,44551
TX,archer county,9.4,58867
TX,armstrong county,11,55177
TX,atascosa county,16.9,52785
TX,austin county,11.2,58792
TX,bailey county,19.9,36821
TX,bandera county,13.5,50107
TX,bastrop county,14.7,52886
TX,baylor county,18.3,36027
TX,bee county,24.9,40680
TX,bell county,14.2,51048
TX,bexar county,18.3,50699
TX,blanco county,12,57177
TX,borden county,10.3,61750
TX,bosque county,15,44397
TX,bowie county,20.1,41883
TX,brazoria county,9.9,73788
TX,brazos county,26.4,41641
TX,brewster county,13.8,40179
TX,briscoe county,16.7,42139
TX,brooks county,32.4,27875
TX,brown county,17.5,41316
TX,burleson county,16.2,48140
TX,burnet county,14,53203
TX,caldwell county,16,47227
TX,calhoun county,17.3,46705
TX,callahan county,16.3,40796
TX,cameron county,34.5,32215
TX,camp county,23.9,37801
TX,carson county,8.6,58425
TX,cass county,19.1,39256
TX,castro county,19.4,42966
TX,chambers county,10.7,77281
TX,cherokee county,20.1,38465
TX,childress county,22,39025
TX,clay county,13.5,50993
TX,cochran county,20.7,39870
TX,coke county,14.9,41593
TX,coleman county,22.6,37497
TX,collin county,7,86634
TX,collingsworth county,19.3,38655
TX,colorado county,16,46484
TX,comal county,9.2,64533
TX,comanche county,19.7,38280
TX,concho county,26.5,40837
TX,cooke county,15.3,57378
TX,coryell county,14.8,47018
TX,cottle county,20.9,32722
TX,crane county,9.5,61098
TX,crockett county,13.7,49614
TX,crosby county,24.1,36627
TX,culberson county,24.7,33637
TX,dallam county,12.4,43523
TX,dallas county,19.3,50118
TX,dawson county,20.2,41876
TX,deaf smith county,19.2,41499
TX,delta county,20,38304
TX,denton county,8.7,74569
TX,dewitt county,18,45717
TX,dickens county,22.1,35924
TX,dimmit county,25,36856
TX,donley county,19.4,37263
TX,duval county,26,35069
TX,eastland county,19.9,36591
TX,ector county,12.8,55555
TX,edwards county,22.5,35554
TX,ellis county,11,61157
TX,el paso county,23.4,40081
TX,erath county,21.8,41914
TX,falls county,23.7,35491
TX,fannin county,17.1,43211
TX,fayette county,10.9,49830
TX,fisher county,15.4,44519
TX,floyd county,23.7,36898
TX,foard county,17.3,33442
TX,fort bend county,8.8,88516
TX,franklin county,16.4,42099
TX,freestone county,16.7,46526
TX,frio county,26,34206
TX,gaines county,14,50709
TX,galveston county,14.3,58333
TX,garza county,28,49947
TX,gillespie county,12.5,52814
TX,glasscock county,8.6,73335
TX,goliad county,15.3,49369
TX,gonzales county,18.3,42291
TX,gray county,14.2,49012
TX,grayson county,15.3,49261
TX,gregg county,18.2,50020
TX,grimes county,18.6,44795
TX,guadalupe county,10.4,61825
TX,hale county,24,40213
TX,hall county,24.5,33324
TX,hamilton county,16.2,41207
TX,hansford county,12.7,50698
TX,hardeman county,18.7,36992
TX,hardin county,12.9,53872
TX,harris county,17.3,54230
TX,harrison county,17.1,48461
TX,hartley county,10.5,64182
TX,haskell county,25.1,35607
TX,hays county,17.5,59569
TX,hemphill county,8.9,66505
TX,henderson county,20.2,40921
TX,hidalgo county,33.5,34368
TX,hill county,21.8,41521
TX,hockley county,14.4,50124
TX,hood county,12.4,55472
TX,hopkins county,20.3,44076
TX,houston county,25.9,33698
TX,howard county,17.5,47299
TX,hudspeth county,26.7,32086
TX,hunt county,20.5,43385
TX,hutchinson county,13.9,51508
TX,irion county,8.6,63054
TX,jack county,14.9,52030
TX,jackson county,14.7,52185
TX,jasper county,17.7,41017
TX,jeff davis county,13.1,46364
TX,jefferson county,21.2,41147
TX,jim hogg county,22.5,36929
TX,jim wells county,20.2,46200
TX,johnson county,13.3,55926
TX,jones county,23.4,41079
TX,karnes county,22.3,43986
TX,kaufman county,13.8,57585
TX,kendall county,8.3,77764
TX,kenedy county,17.9,38451
TX,kent county,12.4,43026
TX,kerr county,17.6,44113
TX,kimble county,18.5,38750
TX,king county,10.7,64203
TX,kinney county,21,39335
TX,kleberg county,22.8,40884
TX,knox county,21.3,36929
TX,lamar county,18.6,41009
TX,lamb county,22.6,37111
TX,lampasas county,14.4,50699
TX,la salle county,28.1,38012
TX,lavaca county,13.8,47041
TX,lee county,13,52895
TX,leon county,13.5,45159
TX,liberty county,17.4,47123
TX,limestone county,19.6,37256
TX,lipscomb county,10.6,60810
TX,live oak county,15.5,51481
TX,llano county,14.9,45096
TX,loving county,9.3,55819
TX,lubbock county,17.7,45719
TX,lynn county,18.3,41589
TX,mcculloch county,18.9,39649
TX,mclennan county,19.7,43488
TX,mcmullen county,9.2,61571
TX,madison county,21.5,39030
TX,marion county,23.1,34452
TX,martin county,12.5,61896
TX,mason county,14.8,42820
TX,matagorda county,22.1,41587
TX,maverick county,26.5,32248
TX,medina county,14.3,53440
TX,menard county,22.7,32580
TX,midland county,9.9,74811
TX,milam county,18.3,41849
TX,mills county,17.1,38564
TX,mitchell county,20.7,41363
TX,montague county,14.8,48996
TX,montgomery county,10.9,70929
TX,moore county,14.6,42839
TX,morris county,18.6,37954
TX,motley county,17.5,37936
TX,nacogdoches county,22.7,38895
TX,navarro county,20.3,43091
TX,newton county,20.2,39135
TX,nolan county,17.9,38742
TX,nueces county,16.8,51222
TX,ochiltree county,10.7,61773
TX,oldham county,15.6,54458
TX,orange county,16,48834
TX,palo pinto county,18.6,40862
TX,panola county,15.5,48822
TX,parker county,9.9,67655
TX,parmer county,14.6,41813
TX,pecos county,17.8,44817
TX,polk county,18.5,41401
TX,potter county,21.5,38224
TX,presidio county,21.8,34258
TX,rains county,14.9,47834
TX,randall county,9.7,64636
TX,reagan county,11.2,62376
TX,real county,18.7,37294
TX,red river county,20.1,34340
TX,reeves county,24.8,39006
TX,refugio county,16.9,43654
TX,roberts county,7.3,69424
TX,robertson county,19,43194
TX,rockwall county,6.8,84692
TX,runnels county,18.1,38607
TX,rusk county,16.6,46427
TX,sabine county,19,35701
TX,san augustine county,23.9,32826
TX,san jacinto county,18.6,43087
TX,san patricio county,15.8,51958
TX,san saba county,20.3,38000
TX,schleicher county,13.6,50361
TX,scurry county,14.1,56444
TX,shackelford county,13.1,55130
TX,shelby county,22,35772
TX,sherman county,13.4,49309
TX,smith county,18.1,45363
TX,somervell county,12.1,51733
TX,starr county,35.4,26699
TX,stephens county,20.8,44110
TX,sterling county,11.8,59854
TX,stonewall county,15.5,42780
TX,sutton county,13.2,60435
TX,swisher county,20.9,37527
TX,tarrant county,15.2,58127
TX,taylor county,15.9,45559
TX,terrell county,18.1,39503
TX,terry county,21.2,38752
TX,throckmorton county,14.2,43618
TX,titus county,20.6,40680
TX,tom green county,15.6,45261
TX,travis county,16.7,61779
TX,trinity county,19.9,36645
TX,tyler county,19.3,40442
TX,upshur county,14.6,46346
TX,upton county,14.3,55918
TX,uvalde county,22.1,37933
TX,val verde county,22.2,41437
TX,van zandt county,15.9,43377
TX,victoria county,15.8,51003
TX,walker county,26.3,39984
TX,waller county,16.1,50589
TX,ward county,14,53244
TX,washington county,15,55139
TX,webb county,32.3,37935
TX,wharton county,16.8,44110
