state,county,educ_pct
wyoming,converse county,91.3
wyoming,crook county,94.4
wyoming,fremont county,91.4
wyoming,goshen county,89.7
wyoming,hot springs county,87.5
wyoming,johnson county,94.9
wyoming,laramie county,93.4
wyoming,lincoln county,93.4
wyoming,natrona county,91.8
wyoming,niobrara county,91.7
wyoming,park county,93.6
wyoming,platte county,92.5
wyoming,sheridan county,94.2
wyoming,sublette county,94.7
wyoming,sweetwater county,90.5
wyoming,teton county,95.7
wyoming,uinta county,89.2
wyoming,washakie county,89.1
wyoming,weston county,88.6
